soundcloud_name,song_name,genre,song_listens,timestamp,ig_handle,media_uploads,followers,following,engagement_rate,avg_likes,avg_comments
StaySolidRocky,Party Girl (Remix),rap,1010000.0,2020-08-12 20:18:29.095000+00:00,staysolidrocky,16,"113,716","2,721",6.39%,"7,072.47",194.20
Steel Banglez,Your Lovin' (feat. MØ & Yxng Bane),rap,107000.0,2020-08-12 20:29:03.333000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Stereo Honey,What Makes a Man,indie,3,2020-08-11 00:24:44.143000+00:00,stereo_honey,444,"4,123",541,10.53%,411.90,22.25
Stereophonics Official,Dakota,indie,65200.0,2020-08-11 14:00:13.124000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Steve Wilson,DJ Q vs Mr Vegas - They Haven't Got A Sensi - Steve Wilson Mashup (Free Download)!,ultimate,221,2020-08-16 19:08:26.436000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Stormzy1,Vossi Bop,rap,12900000.0,2020-08-12 20:28:02.326000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Straight Outta Ludhiana⚡️,GOAT DILJIT DOSANJH,ultimate,333000.0,2020-08-13 23:53:31.526000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Strange Brew,Strange Brew #220 Time Difference,indie,134,2020-08-11 18:44:02.600000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Sub Focus,Just Hold On (Sub Focus & Wilkinson),indie,45600.0,2020-08-11 00:27:11.989000+00:00,subfocus,n/a,n/a,n/a,n/a,n/a,n/a
Sub Zero,Young T & Bugsey - Bully Beef (ft. Fredo) GRM Daily,rap,24100.0,2020-08-12 20:23:47.840000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Sudan Archives,Glorious (Nídia Remix),indie,262,2020-08-11 00:31:25.240000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Summer Walker,My Affection (with PARTYNEXTDOOR),rap,1220000.0,2020-08-12 19:33:44.545000+00:00,summerwalker,83,"2,990,873",1,4.80%,"141,403.00","2,110.20"
Sunship Balloon,A4 Life,indie,158,2020-08-11 01:29:14.164000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Surf Mesa,ily (i love you baby) (Topic Remix) [feat. Emilee],ultimate,58800.0,2020-08-13 03:35:01.111000+00:00,surfmesa,43,"71,470","1,118",11.76%,"8,218.10",188.90
Swedish House Mafia,Miami 2 Ibiza (Radio Edit),rap,14300.0,2020-08-12 21:11:38.679000+00:00,swedishhousemafia,1,"877,231",3,2.97%,"26,074.00",0.00
Sweet Space,PREMIERE: Yamil - Erhu (Original Mix) [Low Groove Records],ultimate,5819,2020-08-13 16:52:32.122000+00:00,sweet_spacemusic,n/a,n/a,n/a,n/a,n/a,n/a
Sydney Renae,"Sydney Renae - ""Can I"" (Kehlani Remix)",ultimate,17700.0,2020-08-16 18:23:22.700000+00:00,sydneyrenaem,35,"208,682",298,2.61%,"5,322.15",133.20
Sylvan Esso,Ferris Wheel,indie,5244,2020-08-11 01:32:44.985000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
T2,Heartbroken (Edit),rap,942,2020-08-12 20:51:06.334000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
TASH SULTANA,Pretty Lady,indie,33700.0,2020-08-11 18:45:21.693000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
TAY MONEY,Bussin 2.0,rap,19800.0,2020-08-11 23:28:28.804000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
TBA FM,Omar S - The Sound Of Neptune,ultimate,177,2020-08-13 16:44:55.020000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
TCTS,Better Without You (feat. Glowie),ultimate,4037,2020-08-13 03:31:52.551000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
THE FEVER 333,SUPREMACY,ultimate,3210,2020-08-13 03:16:43.344000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
THE FUTURE OF MAKINA OFFICIAL,Ariana Grande - Touch It (Dmb 2020 Remix),ultimate,729,2020-08-16 19:07:34.185000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
THE HUNNA,I Wanna Know,ultimate,2024,2020-08-13 15:07:45.366000+00:00,thehunnaband,"1,569","100,945","1,597",2.88%,"2,851.05",55.15
THE SCOTTS,"THE SCOTTS, Travis Scott & Kid Cudi - THE SCOTTS",rap,13900000.0,2020-08-12 20:16:00.913000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
THEY.,Play Fight w/ Tinashe,ultimate,90900.0,2020-08-13 00:56:59.326000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
THYLACINE,Satie I,indie,2041,2020-08-11 00:43:35.804000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
TONY NJOKU,BSD YRSLF,indie,48,2020-08-11 00:46:20.182000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
TRAVE DJ 2.0,Plan B - Fanática Sensual (Trave DJ x Juanma Flores x Dj Nev Remix),ultimate,3184,2020-08-16 19:12:05.199000+00:00,travedj,n/a,n/a,n/a,n/a,n/a,n/a
TRICK,Patrick Topping - Rocket Fuel TRICK010,ultimate,47700.0,2020-08-13 16:42:44.413000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
TRYBESof,Lost Desert & Lee Burridge - Vutuka feat. Junior (Snippet),ultimate,15300.0,2020-08-13 16:50:33.968000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
TTRRUUCES,I'm Alive,indie,4672,2020-08-11 01:30:09.376000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Taio Cruz Official,Dynamite,rap,319000.0,2020-08-12 21:10:50.544000+00:00,taiocruz,n/a,n/a,n/a,n/a,n/a,n/a
Tame Impala,The Less I Know The Better,indie,14000000.0,2020-08-11 14:01:42.830000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Tamera,Flipside,rap,5359,2020-08-12 20:24:25.060000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Tana,"Ride & Clutch, Pt. 2",rap,12100.0,2020-08-12 19:34:39.008000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Tate McRae,you broke me first,indie,1710000.0,2020-08-11 01:00:55.979000+00:00,tatemcrae,"1,422","1,111,558","1,323",7.52%,"82,798.80",748.40
Tayo Sound,Cold Feet,indie,36800.0,2020-08-11 01:29:09.889000+00:00,tayosound,n/a,n/a,n/a,n/a,n/a,n/a
Teamsalut,Boom Bam,rap,971,2020-08-11 23:21:15.123000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Tee Grizzley,Lions & Eagles (feat. Meek Mill),rap,79900.0,2020-08-12 20:45:11.444000+00:00,tee_grizzley,0,715,40,--,0.00,0.00
TehDrummaBoi,satellites*  * (Enter Shikari Cover),ultimate,19,2020-08-13 03:20:41.873000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Ten Walls,Ten Walls - Mas,ultimate,15500.0,2020-08-13 16:52:39.239000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Tenesha The Wordsmith,I Dream So Loud,indie,25,2020-08-11 00:31:45.565000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Teqkoi,Lokel x Teqkoi - Love Me Like A Fool (ft. Annamarie Rosanio),indie,17500.0,2020-08-11 00:55:09.546000+00:00,teqkoi,12,"13,490",302,10.72%,"1,413.50",32.17
Teyana Taylor,Boomin (feat. Future & Missy Elliott),ultimate,42900.0,2020-08-13 01:12:22.407000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The  Academic,Bear Claws,indie,68100.0,2020-08-11 13:53:55.393000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Amazons,Doubt It,indie,1801,2020-08-11 02:53:32.285000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Auteurs,New French Girlfriend,indie,65,2020-08-11 14:10:55.989000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Automatic Automatic,Monster,indie,2720,2020-08-11 14:09:02.895000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Avalanches,Frontier Psychiatrist,indie,38000.0,2020-08-11 14:11:12.314000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Beloved,Sweet Harmony,indie,31200.0,2020-08-11 14:12:26.984000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Beta Band,The Beta Band - Dry The Rain (Remaster),indie,4180,2020-08-11 14:12:15.942000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Big Moon,Your Light,indie,18000.0,2020-08-11 03:00:25.182000+00:00,commoonicate,n/a,n/a,n/a,n/a,n/a,n/a
The Black Keys,Next Girl,indie,42400.0,2020-08-11 00:26:02.041000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Bluetones,Marblehead Johnson,indie,0,2020-08-11 14:17:18.491000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Boo Radleys,Wake up Boo!,indie,909,2020-08-11 14:15:02.820000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Breeders,Divine Hammer,indie,249,2020-08-11 14:16:44.318000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Cardigans,Carnival,indie,2977,2020-08-11 14:19:48.365000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Chemical Brothers,Hey Boy Hey Girl,indie,53700.0,2020-08-11 14:21:06.495000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Coronas,True Love Waits,indie,24,2020-08-11 01:31:55.605000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Cranberries,Zombie,indie,439000.0,2020-08-11 14:22:05.489000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Cribs,Men's Needs,indie,10600.0,2020-08-11 14:08:16.704000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Cure,A Letter To Elise,indie,0,2020-08-11 14:21:53.448000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Dandy Warhols,Bohemian Like You,indie,20500.0,2020-08-11 14:08:06.847000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Drums,Lets Go Surfing,indie,28800.0,2020-08-11 00:25:41.810000+00:00,thedrumsofficial,445,"111,248",38,6.22%,"6,783.50",132.55
The Fratellis,Chelsea Dagger,indie,45100.0,2020-08-11 13:57:22.124000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Ghost,GHOSTCAST 010 - JOE DELON,ultimate,6861,2020-08-16 19:06:16.008000+00:00,ghostberlin,n/a,n/a,n/a,n/a,n/a,n/a
The Go! Team,Ladyflash,indie,8249,2020-08-11 13:52:48.989000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Harristocrats,What You Know,ultimate,178,2020-08-14 02:56:33.711000+00:00,theharristocrats,n/a,n/a,n/a,n/a,n/a,n/a
The Hives,Hate To Say I Told You So,indie,691,2020-08-11 13:59:23.227000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Hoosiers,Goodbye Mr A,indie,38200.0,2020-08-11 14:09:42.121000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Jam,Town Called Malice,indie,40000.0,2020-08-11 14:01:27.506000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Kooks,Naive,indie,193000.0,2020-08-11 14:09:12.925000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The La's,There She Goes,indie,64700.0,2020-08-11 14:06:50.078000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Lathums,Fight On,indie,727,2020-08-11 02:55:36.315000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Libertines,Don't Look Back into the Sun,indie,33100.0,2020-08-11 13:56:58.727000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Lights In The Sky,Chapter 1,ultimate,39,2020-08-14 02:59:02.582000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Lucky 88s,Supergrass - Alright,indie,49900.0,2020-08-11 13:55:51.947000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Lumineers,Ophelia,indie,1280000.0,2020-08-11 20:20:14.603000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Maccabees,Precious Time,indie,1297,2020-08-11 14:03:27.268000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Magic Gang,Make Time For Change,indie,1209,2020-08-11 01:34:28.043000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Mysterines,I Win Every Time,ultimate,7927,2020-08-13 15:02:46.109000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Naked And Famous,Everybody Knows,indie,594,2020-08-11 15:25:24.954000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Night Café,Addicted,indie,962,2020-08-11 19:51:54.933000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Pigeon Detectives,Take Her Back,indie,10500.0,2020-08-11 13:51:13.098000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Plug,"The Plug - Trust (feat. Nafe Smallz, Youngboy Never Broke Again & Loski)",rap,16300.0,2020-08-12 20:26:59.223000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Raconteurs,"Steady, As She Goes",indie,0,2020-08-11 14:09:52.922000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Reflex,Heatwave - The Grooveline [The Reflex Revision],ultimate,2899,2020-08-16 19:09:01.181000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Slum Vagabunds,Conspiracy,ultimate,1873,2020-08-13 23:45:45.354000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Smiths,Bigmouth Strikes Again (2011 Remaster),indie,10700.0,2020-08-11 14:04:27.183000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Snuts,Elephants,indie,2175,2020-08-11 01:29:51.309000+00:00,thesnuts,114,"38,284",553,6.36%,"2,401.65",34.60
The Staves,Nothing's Gonna Happen (Demo),indie,439,2020-08-11 18:39:03.201000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Stone Roses,Waterfall (Remastered),indie,38100.0,2020-08-11 13:54:12.495000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Strokes,Last Nite,indie,0,2020-08-11 14:01:59.615000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Surrogate,Hallucination,ultimate,168,2020-08-14 03:03:47.301000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Temper Trap,Sweet Disposition,indie,0,2020-08-11 20:21:16.478000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Vaccines,If You Wanna,indie,99400.0,2020-08-11 13:50:55.782000+00:00,thevaccines,n/a,n/a,n/a,n/a,n/a,n/a
The Van T's,SEEING STARS,ultimate,259,2020-08-13 03:19:50.289000+00:00,the_van_ts,661,"3,831",125,5.54%,207.15,4.90
The Verve,Bitter Sweet Symphony,indie,153000.0,2020-08-11 14:05:56.188000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The View,Same Jeans,indie,18300.0,2020-08-11 13:56:50.528000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Weeknd,The Weeknd - Heartless (Remix) [feat. Lil Uzi Vert],ultimate,390000.0,2020-08-13 01:18:12.211000+00:00,abelxo,n/a,n/a,n/a,n/a,n/a,n/a
The White Stripes,Seven Nation Army,indie,0,2020-08-11 14:02:43.955000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The Wombats,Moving to New York,indie,43000.0,2020-08-11 13:55:26.320000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The xx,Crystalised,indie,93000.0,2020-08-11 13:55:09.283000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The-Dream,Wee Hours Ft. Jhené Aiko,ultimate,97200.0,2020-08-13 14:24:48.002000+00:00,thekingdream,"2,648","419,059",53,0.67%,"2,700.95",93.15
TheArchitects,Royal Beggars,ultimate,0,2020-08-13 03:23:51.949000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
TheCharlatans,One To Another,indie,1120,2020-08-11 14:18:32.831000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
TheKillers,The Man,indie,145000.0,2020-08-11 14:00:33.658000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
The_Cedar,Dont Say those things (Live),indie,175,2020-08-11 00:57:48.497000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Thea,A Little Time on Me,ultimate,95,2020-08-13 01:07:23.527000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Thomas,Do I Wanna Know (Arctic Monkeys Cover),ultimate,78,2020-08-14 02:58:02.569000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Tiana Major9,Lucky,ultimate,8536,2020-08-13 00:58:52.792000+00:00,tianamajor9,158,"45,958",624,4.82%,"2,143.55",70.65
Tibasko,Solum,indie,264,2020-08-11 00:45:45.597000+00:00,tibaskomusic,142,"1,254",572,9.32%,98.90,17.95
Tim Engelhardt,Chymera,ultimate,915,2020-08-13 16:52:04.516000+00:00,timengelhrdt,439,"10,988",296,2.86%,301.65,12.20
Tim Green,Her Future Ghost,ultimate,5634,2020-08-13 16:51:49.538000+00:00,timgreen_music,217,"9,167",462,5.37%,466.70,25.20
Tinashe,Hopscotch (Remix),ultimate,368000.0,2020-08-13 00:59:33.852000+00:00,tinashenow,"2,919","2,958,215",670,2.59%,"75,365.00","1,139.40"
Tinchy Stryder,Spaceship,rap,0,2020-08-12 21:06:06.779000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Tinie Tempah,Frisky (feat. Labrinth),rap,10000.0,2020-08-12 20:51:21.506000+00:00,tiniegram,116,"788,709",926,0.48%,"2,409.55","1,357.65"
Tion Wayne,I Dunno (feat. Dutchavelli & Stormzy),rap,2440000.0,2020-08-12 13:58:00.653000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Tipsy Records,Toby Rose - Chance To Run,ultimate,183000.0,2020-08-13 23:53:22.588000+00:00,tipsyrecords,141,"33,440","1,333",0.18%,51.20,7.60
Tivi Gunz,Gracias,ultimate,1038,2020-08-14 03:08:21.510000+00:00,tivigunz,317,"352,646","2,809",0.33%,"1,112.65",52.60
Tiësto,Lose You (feat. ILIRA),ultimate,19000.0,2020-08-13 03:33:11.352000+00:00,tiesto,286,"6,326,425","1,483",0.61%,"38,230.80",474.00
Tkay Maidza,Tkay Maidza feat. Kari Faux - Don't Call Again,ultimate,4627,2020-08-13 14:29:39.829000+00:00,tkaymaidza,121,"92,853",722,3.65%,"3,296.45",89.25
Todd Terry,Figure of Jazz,ultimate,1489,2020-08-13 16:44:42.650000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Tokyo Jetz,See Me,rap,20500.0,2020-08-12 20:46:23.158000+00:00,tokyojetz,61,"1,699,048",247,3.66%,"61,511.30",653.10
Tom Morello,"Stand Up (Tom Morello, Shea Diamond, Dan Reynolds & The Bloody Beetroots)",ultimate,3653,2020-08-13 03:22:00.076000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
TonyBony,IDFK (prod. Fantom),ultimate,114,2020-08-14 03:53:30.037000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Toolroom Records,Illyus & Barrientos Feat. Lizzie Nightingale - Body Movement,ultimate,11300.0,2020-08-13 16:43:38.503000+00:00,toolroomrecords,"3,264","180,512","1,073",0.64%,"1,111.35",35.55
Torin,Torin - Feel Better,ultimate,480,2020-08-14 03:01:41.336000+00:00,itskevintr,n/a,n/a,n/a,n/a,n/a,n/a
Tory Lanez,K Lo K (feat. Fivio Foreign),rap,3240000.0,2020-08-12 19:38:45.286000+00:00,torylanez,209,"10,110,259",254,2.22%,"220,003.00","4,372.00"
Tourist,Last,indie,12200.0,2020-08-11 00:27:50.467000+00:00,tourist,100,"24,831",204,6.30%,"1,501.70",61.90
Tout2F Beats,Tout2f Beats Fresko,ultimate,12,2020-08-16 19:03:01.283000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Trap Nation Radio,TNR #138 - Remedy,ultimate,2242,2020-08-16 19:02:57.486000+00:00,trapnation,"1,306","578,418","2,235",0.75%,"4,167.15",143.00
Trash Talk,Worst of Times,ultimate,405,2020-08-13 03:23:10.623000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Travis Scott,HIGHEST IN THE ROOM,rap,32299999.999999996,2020-08-12 20:17:32.092000+00:00,trvisxx,n/a,n/a,n/a,n/a,n/a,n/a
Tribal Trap,Taw - Collision,ultimate,2130,2020-08-16 19:00:08.409000+00:00,tribaltrap,485,"58,548",442,1.26%,723.95,13.30
TruePilot,regrets,indie,1603,2020-08-11 00:57:31.736000+00:00,thetruepilot,5,329,52,12.46%,84.00,13.00
Tryst (UK),Akihabara,ultimate,192,2020-08-13 23:45:54.545000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
TsuBirdd,FLEX Feat Alika Rozae,ultimate,42,2020-08-13 00:57:28.105000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Tunde,Stitch Lipped,rap,45400.0,2020-08-12 19:43:18.273000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Two Another,My Religion,ultimate,32,2020-08-13 01:08:43.639000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Two Door Cinema Club,Undercover Martyn,indie,0,2020-08-11 13:54:03.847000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Ty Dolla $ign,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",rap,439000.0,2020-08-12 19:33:25.061000+00:00,tydollasign,6,"5,351,123",768,1.58%,"83,386.70","1,028.00"
Tyla Yaweh,Stuntin' On You (feat. DaBaby),rap,354000.0,2020-08-12 19:44:55.524000+00:00,tylayaweh,51,"497,313",562,5.90%,"27,300.40","2,045.75"
UK MUSIC PLUG,BBCC Bad Boy Chiller Crew - 450 Ft. S Dog,ultimate,62000.0,2020-08-13 23:53:40.985000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
UN3H,sometimes you get bored,ultimate,1722,2020-08-13 03:27:43.678000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
UNDRWRLDKRIS,Heartbreak Hotel,ultimate,273,2020-08-14 21:30:15.543000+00:00,fatbitchkris,3,94,133,12.70%,26.33,6.67
Uk Drill Plug,24Wavey - Next up?,ultimate,14800.0,2020-08-13 23:53:59.336000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Uly,cold water,indie,150,2020-08-11 18:41:00.637000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Uma,Astronaut,indie,9267,2020-08-11 18:38:19.263000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Unknown T,Leave Dat Trap (feat. AJ Tracey),rap,66900.0,2020-08-12 19:41:04.849000+00:00,unknwnt9,19,"340,556",197,14.47%,"48,470.80",820.89
User 993939381,"Ariana Grande, Taylor Swift, The Phantom of the Opera - Phantom Looking Woman (mashup)",ultimate,10400.0,2020-08-14 03:47:17.785000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Usher,"Usher, Lil Jon, Ludacris - SexBeat",ultimate,19000.0,2020-08-13 01:17:55.059000+00:00,usher,263,"8,973,703",965,0.63%,"55,518.40",848.35
,,,,,,n/a,n/a,n/a,n/a,n/a,n/a
VC Pines,Taste Your Love,indie,22,2020-08-11 01:34:35.436000+00:00,vcpines,240,"3,041",725,6.84%,192.65,15.45
Valith,Trapped,ultimate,3483,2020-08-16 19:03:29.011000+00:00,val1th,1,179,112,1.56%,9.00,1.00
Vampire Weekend,A-Punk,indie,299000.0,2020-08-11 13:51:47.554000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Vershon,Original,rap,1629,2020-08-11 23:24:23.683000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Veselina Tomova,Баце и Томи,ultimate,250000.0,2020-08-13 23:52:53.246000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Vibes4YourSoul,GilbertoGil - Chiclete Com Banana (V4YS Sambebop Edit),ultimate,2295,2020-08-14 03:07:00.558000+00:00,vibes4yoursoul,n/a,n/a,n/a,n/a,n/a,n/a
Victor Internet,I KNO V3,indie,15100.0,2020-08-11 02:57:04.470000+00:00,victorinternet,31,"26,107",419,17.92%,"4,609.50",68.85
Vijay and Sofia,Sokana Makana (Ådå Afro House Remix),ultimate,1500,2020-08-13 16:47:27.101000+00:00,vijaysofiazlatko,271,"3,195","1,808",1.02%,29.60,3.05
Viola Beach,Swings And Waterslides,indie,58900.0,2020-08-11 13:52:57.832000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Vistas,Retrospect (Single Version),indie,55,2020-08-11 02:59:57.453000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Vladi Solera,Sofia's Theme (Keep Warm)OUT NOW!,ultimate,3909,2020-08-13 16:54:39.226000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Voldy Moyo,Sweet Dreams,ultimate,272,2020-08-16 19:06:09.733000+00:00,v7backin2007,89,"3,469",34,3.24%,109.80,2.60
Vowel,Dorian Concept - Tried (Now Tired) (Vowel Bootleg) [FREE DOWNLOAD],ultimate,2083,2020-08-16 19:05:40.010000+00:00,vowel____,87,"1,497",659,7.09%,101.55,4.60
,,,,,,n/a,n/a,n/a,n/a,n/a,n/a
WALE,BYGPW (Colors),rap,37600.0,2020-08-12 20:40:29.923000+00:00,wale,99,"3,795,957","1,410",1.35%,"50,042.00","1,319.60"
WEDIDIT COLLECTIVE,Deb Never - Ugly,indie,92400.0,2020-08-11 00:59:20.109000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
WILLOW KAYNE,Demons,ultimate,1005,2020-08-14 21:29:47.930000+00:00,willowkayne,105,"5,523","1,598",9.33%,488.00,27.20
Wauve,Day By Day,rap,2095,2020-08-12 19:34:15.619000+00:00,wauve,48,"10,262",890,10.57%,"1,006.15",78.50
Waxahatchee,Lilacs,indie,5945,2020-08-11 19:52:50.349000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
We Want You To Dance,Do You?,ultimate,18,2020-08-13 01:03:29.077000+00:00,wewantyoutodance,n/a,n/a,n/a,n/a,n/a,n/a
Westerman,Confirmation (SSBD),indie,2896,2020-08-11 01:30:19.341000+00:00,westermanmusic,235,"8,319",1,4.60%,373.00,9.55
Weyler Torres,104 - Mi Pan Su Su Sum Versión Cumbia Villera - Dj LerZiTo - Pucallpa - Perú - 2020,ultimate,741,2020-08-14 03:08:33.469000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
While She Sleeps,HAUNT ME,ultimate,3388,2020-08-13 03:26:51.045000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
White Lies,Farewell To The Fairground,indie,3209,2020-08-11 02:54:01.039000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Whitney,Strange Overtones,indie,181,2020-08-11 02:51:38.891000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Whoyostro,Damian Rausch - Saint [WHO178],ultimate,1525,2020-08-13 16:52:14.491000+00:00,whoyostro,231,"12,073",3,3.62%,423.35,14.20
Wilkinson UK,"Wilkinson, Becky Hill - Afterglow",rap,4740000.0,2020-08-12 21:03:11.975000+00:00,wilkinsonuk,373,"56,303",551,4.53%,"2,457.25",94.05
Willie J Healey,True Stereo,indie,20,2020-08-11 02:51:46.339000+00:00,williejhealey,71,"10,115",326,7.76%,772.15,12.40
Wilma Archer,Cheater (feat. Sudan Archives),indie,199,2020-08-11 18:49:54.324000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
WizKid,Smile (feat. H.E.R.),rap,16400.0,2020-08-12 19:32:28.774000+00:00,wizkidayo,n/a,n/a,n/a,n/a,n/a,n/a
,,,,,,n/a,n/a,n/a,n/a,n/a,n/a
